imsi,aerialway:pylon,aeroway:aerodrome,aeroway:helipad,aeroway:parking_position,aeroway:terminal,amenity:animal_breeding,amenity:arts_centre,amenity:atm,amenity:baby_hatch,amenity:bank,amenity:bar,amenity:bicycle_parking,amenity:bicycle_rental,amenity:bureau_de_change,amenity:bus_station,amenity:cafe,amenity:car_wash,amenity:childcare,amenity:cinema,amenity:clinic,amenity:college,amenity:community_centre,amenity:conference_centre,amenity:courthouse,amenity:dentist,amenity:doctors,amenity:drinking_water,amenity:events_venue,amenity:fast_food,amenity:fire_station,amenity:food_court,amenity:fountain,amenity:fuel,amenity:grave_yard,amenity:gym,amenity:hospital,amenity:ice_cream,amenity:internet_cafe,amenity:kindergarten,amenity:language_school,amenity:library,amenity:marketplace,amenity:motorcycle_parking,amenity:nightclub,amenity:park,amenity:parking,amenity:pharmacy,amenity:place_of_worship,amenity:police,amenity:post_office,amenity:prison,amenity:pub,amenity:public_building,amenity:recycling,amenity:restaurant,amenity:school,amenity:shelter,amenity:social_facility,amenity:studio,amenity:taxi,amenity:theatre,amenity:toilets,amenity:townhall,amenity:tuition,amenity:university,amenity:vending_machine,amenity:veterinary,amenity:waste_disposal,amenity:zoo,barrier:entrance,barrier:fence,barrier:gate,barrier:lift_gate,barrier:swing_gate,barrier:toll_booth,barrier:wall,boundary:administrative,boundary:borough,boundary:city,boundary:military,boundary:protected_area,boundary:suburb,boundary:village,building:apartment,building:central_office,building:church,building:civic,building:commercial,building:construction,building:farm,building:garage,building:government,building:house,building:hut,building:industrial,building:kindergarten,building:mosque,building:museum,building:office,building:public,building:residential,building:retail,building:roof,building:service,building:shed,building:sports_centre,building:stadium,building:supermarket,building:temple,building:terrace,building:train_station,building:warehouse,building:yes,craft:carpenter,craft:caterer,craft:electrician,craft:photographer,craft:plumber,craft:tailor,emergency:assembly_point,emergency:fire_hydrant,emergency:yes,highway:bus_stop,highway:construction,highway:crossing,highway:cycleway,highway:footway,highway:living_street,highway:motorway,highway:motorway_junction,highway:motorway_link,highway:path,highway:pedestrian,highway:primary,highway:primary_link,highway:residential,highway:secondary,highway:secondary_link,highway:service,highway:steps,highway:tertiary,highway:tertiary_link,highway:track,highway:traffic_signals,highway:trunk,highway:trunk_link,highway:unclassified,historic:building,historic:castle,historic:manor,historic:memorial,historic:monument,landuse:brownfield,landuse:commercial,landuse:construction,landuse:dyke,landuse:garages,landuse:grass,landuse:greenfield,landuse:industrial,landuse:meadow,landuse:orchard,landuse:plant_nursery,landuse:pumping_station,landuse:railway,landuse:recreation_ground,landuse:religious,landuse:reservoir,landuse:retail,leisure:amusement_arcade,leisure:fishing,leisure:garden,leisure:golf_course,leisure:horse_riding,leisure:nature_reserve,leisure:outdoor_seating,leisure:pitch,leisure:playground,leisure:swimming_pool,leisure:track,leisure:water_park,man_made:monitoring_station,man_made:surveillance,man_made:tower,man_made:water_tower,man_made:water_works,man_made:works,moving:moving,natural:coastline,natural:fell,natural:grass,natural:gully,natural:island,natural:river,natural:tree,natural:tree_row,natural:water,natural:wood,office:accountant,office:administrative,office:advertising_agency,office:architect,office:association,office:company,office:coworking,office:diplomatic,office:educational_institution,office:energy_supplier,office:estate_agent,office:financial,office:foundation,office:graphic_design,office:insurance,office:it,office:lawyer,office:newspaper,office:ngo,office:political_party,office:religion,office:research,office:telecommunication,office:therapist,office:travel_agent,office:yes,place:locality,place:neighbourhood,power:generator,power:line,power:plant,power:substation,power:tower,power:transformer,public_transport:Subway,public_transport:platform,public_transport:rail,public_transport:station,public_transport:stop_position,railway:construction,railway:disused,railway:light_rail,railway:station,railway:stop,shop:anime,shop:art,shop:bag,shop:bakery,shop:beauty,shop:beverages,shop:bicycle,shop:books,shop:camera,shop:car,shop:car_parts,shop:car_repair,shop:chemist,shop:chocolate,shop:clothes,shop:coffee,shop:computer,shop:convenience,shop:copyshop,shop:cosmetics,shop:deli,shop:department_store,shop:doityourself,shop:dry_cleaning,shop:electronics,shop:farm,shop:florist,shop:funeral_directors,shop:furniture,shop:garden_centre,shop:gas,shop:general,shop:gift,shop:greengrocer,shop:hairdresser,shop:hardware,shop:houseware,shop:jewelry,shop:kiosk,shop:laundry,shop:mall,shop:medical_supply,shop:mobile_phone,shop:motorcycle,shop:motorcycle_repair,shop:optician,shop:outdoor,shop:pastry,shop:pawnbroker,shop:perfumery,shop:pet,shop:photo,shop:radiotechnics,shop:rental,shop:shoes,shop:sports,shop:stationery,shop:supermarket,shop:tailor,shop:ticket,shop:toys,shop:travel_agency,shop:tyres,shop:variety_store,shop:water,shop:wholesale,shop:yes,sport:archery,sport:athletics,sport:badminton,sport:baseball,sport:basketball,sport:climbing,sport:field_hockey,sport:fitness,sport:futsal,sport:golf,sport:multi,sport:roller_skating,sport:rugby_union,sport:shooting,sport:skateboard,sport:soccer,sport:swimming,sport:tennis,sport:volleyball,telecom:exchange,tourism:artwork,tourism:attraction,tourism:camp_site,tourism:gallery,tourism:guest_house,tourism:hostel,tourism:hotel,tourism:information,tourism:motel,tourism:theme_park,tourism:yes,waterway:canal,waterway:drain,waterway:stream,label,pca_label,doc2vec_label
510019360000126,0,0,0,0,0,0,0,15,0,60,12,0,0,0,2,16,0,0,0,56,0,1,0,0,0,0,0,0,4,19,5,9,3,2,0,58,0,0,31,0,0,18,0,0,21,12,6,62,10,8,1,0,0,0,13,41,1,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,41,29,0,30,0,60,2,0,26,61,2,0,0,23,62,3,53,1,2,1,35,0,1,1,0,0,0,0,2,1,46,0,0,0,0,0,0,3,0,0,11,0,0,0,14,61,0,0,0,3,0,63,44,89,54,0,61,0,62,0,0,0,0,0,12,0,0,0,0,9,1,34,3,5,0,0,0,0,1,0,0,14,0,27,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,5,0,0,0,24,0,0,0,0,0,51,0,0,2,0,0,0,0,0,0,7,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,13,0,0,0,0,0,54,12,9,3,11,30,16,2,27,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,5,40,0,1,0,0,0,0,58,6,6,6
510011860356621,0,0,0,0,0,0,1,5,0,11,3,0,0,0,4,2,0,0,1,22,6,0,0,0,0,0,0,0,5,0,1,1,3,1,0,4,9,0,10,0,1,2,0,0,41,0,2,63,4,5,0,0,0,0,5,65,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,28,1,0,0,0,0,1,1,36,0,0,3,1,0,32,0,38,2,0,0,49,0,0,0,9,43,2,15,2,6,2,3,0,0,0,0,21,0,0,11,0,39,0,0,0,0,0,0,0,2,1,34,27,0,0,2,19,1,0,0,1,1,41,0,46,34,0,49,0,47,0,0,0,24,1,3,0,0,0,1,33,0,41,2,3,0,0,0,3,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,50,0,1,0,0,0,0,1,0,0,0,23,0,0,0,0,0,5,0,0,3,0,0,0,0,0,1,2,0,6,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,9,0,0,0,0,1,59,0,1,2,34,18,5,2,3,0,0,5,2,0,0,0,6,0,0,0,2,0,2,0,0,0,0,2,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,2,0,0,2,1,0,1,0,1,35,0,0,0,1,0,0,0,4,4,6
510017910381114,0,0,0,0,0,0,0,0,0,48,0,0,0,0,47,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,47,0,0,8,0,0,1,0,0,0,0,0,48,8,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,0,2,0,48,0,0,0,48,0,0,0,6,48,0,0,0,54,0,0,0,0,2,0,0,0,0,0,0,48,0,0,0,0,0,0,0,47,47,1,0,0,0,0,48,0,0,0,0,0,54,0,12,11,0,48,0,54,0,0,0,0,0,0,0,0,0,0,2,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,1,3,47,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,54,0,0,0,0,0,0,0,4,4,9
510019860259770,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,2,0,0,0,0,8,52,2,3,0,0,0,0,0,34,0,0,0,0,0,0,0,0,38,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,3,8,0,1,0,0,0,0,0,21,0,0,0,26,52,0,0,0,56,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,51,20,17,8,0,0,10,0,62,46,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9
510011010006315,0,0,1,0,0,0,53,6,0,61,1,0,0,0,57,3,0,0,2,11,1,2,0,4,0,0,0,0,58,1,3,13,2,1,0,11,4,0,6,0,6,14,0,0,71,9,3,65,57,6,0,0,0,0,57,64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,18,29,0,0,27,2,0,65,0,31,1,0,0,69,0,0,0,5,57,6,60,0,61,0,2,0,0,0,0,0,1,0,61,0,60,0,0,0,0,0,0,0,6,11,62,3,0,0,0,54,0,0,0,0,0,69,0,86,25,0,69,0,33,1,0,0,0,0,10,0,1,0,31,17,0,65,12,5,0,0,0,52,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,41,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,58,2,0,0,0,0,0,0,0,0,0,7,0,0,1,14,0,0,28,0,0,0,0,52,52,4,13,1,62,67,59,0,26,0,0,59,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,6,0,7,63,0,0,0,7,0,0,0,5,5,3
510011060248478,0,0,0,0,0,0,0,27,0,55,16,0,0,0,8,32,0,0,12,17,2,0,0,0,7,0,0,0,25,1,6,0,15,2,0,17,0,0,34,0,0,1,0,0,19,2,12,35,11,4,0,0,0,0,54,54,1,0,0,2,0,0,0,0,3,2,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,16,11,0,13,0,41,14,0,0,29,0,0,0,34,34,12,30,0,4,13,14,0,3,1,0,0,0,0,1,0,79,0,0,0,0,0,0,0,15,0,25,0,0,0,9,38,0,0,0,2,10,75,1,72,30,0,47,0,68,0,0,0,0,0,22,0,0,0,0,17,1,9,20,59,0,0,0,1,6,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,36,0,0,0,0,0,60,0,0,13,1,0,0,0,0,0,35,0,67,6,0,0,2,6,0,9,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,29,0,0,32,25,15,22,15,15,0,0,22,15,0,0,0,52,0,0,0,4,0,44,0,0,0,0,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,7,32,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,1,0,1,0,1,8,7,0,0,0,1,45,0,0,0,0,0,0,2,0,0,1
510019410325457,0,0,0,0,0,0,0,1,0,31,0,0,0,0,1,10,0,0,0,57,31,50,0,0,0,0,0,0,9,0,1,0,3,0,0,1,0,0,49,0,0,21,0,0,7,6,0,69,10,4,0,0,0,0,1,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,33,0,2,45,0,4,0,0,0,68,0,0,0,48,68,0,0,0,5,0,2,0,0,2,0,0,2,0,0,1,60,0,0,0,0,0,0,0,6,1,0,0,0,0,1,64,2,1,0,0,0,33,0,71,11,0,29,0,61,0,0,0,8,1,0,0,0,0,0,0,4,4,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,4,26,0,0,0,0,0,62,0,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,48,53,0,0,0,28,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,50,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,1,0,1,0,4,0,0,0,0,0,5,0,0,8,0,1,0,0,0,0,1,9,9,3
510011360327160,0,0,0,0,0,0,0,2,0,42,2,0,0,0,0,3,0,0,15,2,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,18,0,0,2,0,0,9,0,0,41,36,0,41,0,0,0,0,0,0,10,13,0,0,0,2,0,0,1,0,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,39,0,3,0,14,1,0,0,44,0,0,0,2,41,0,41,0,43,0,0,0,0,10,0,0,0,0,0,0,45,0,0,0,0,0,0,0,2,17,37,0,0,0,0,23,0,0,0,0,2,40,0,46,42,0,45,0,41,0,1,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,1,8,0,0,0,0,1,0,0,0,23,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,37,0,38,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,17,0,0,0,37,0,1,0,40,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,4,4,0
510012160205264,4,0,0,0,0,0,0,7,0,38,5,0,0,0,0,10,0,0,47,14,1,7,0,0,0,0,0,0,27,0,3,1,0,4,0,60,0,0,7,0,0,15,0,0,22,68,3,51,3,1,3,0,0,0,20,36,0,3,0,5,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,32,52,0,5,0,45,0,0,0,81,0,0,1,0,51,0,89,0,52,1,2,0,0,7,3,0,1,0,0,3,94,0,0,0,0,0,0,0,5,51,70,0,0,0,1,66,0,0,0,0,7,89,0,95,33,0,92,0,64,0,0,0,0,0,8,0,0,0,0,0,1,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,42,0,15,3,0,0,0,1,0,0,0,13,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,10,0,70,25,0,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,13,0,0,0,0,0,57,0,0,0,70,1,23,0,88,0,0,23,0,0,0,0,0,0,0,15,0,0,1,0,0,5,0,2,0,0,46,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,88,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,42,0,3,0,0,0,0,4,15,1,0,0,0,6,0,0,0,5,22,0,0,0,0,0,0,0,5,5,0
510011960313123,0,0,1,0,0,0,0,17,0,39,0,0,0,0,0,2,0,0,1,31,0,0,0,23,0,3,0,0,2,0,0,1,5,17,0,1,0,0,17,0,2,3,0,0,37,1,4,45,4,0,0,0,0,0,17,24,0,0,23,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,18,0,7,0,0,12,1,0,1,0,17,0,0,0,51,0,0,0,16,45,16,2,0,1,0,2,0,1,10,0,0,0,0,0,0,42,0,0,0,0,0,0,0,4,1,29,0,0,0,0,45,0,0,0,0,0,36,0,55,31,0,37,0,37,0,0,0,0,0,8,0,23,0,10,1,0,29,23,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,16,0,0,0,0,16,0,0,0,21,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,6,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,24,0,1,1,25,8,1,0,29,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,0,0,0,0,0,16,15,0,0,0,0,0,2,0,0,5,0,0,0,2,0,0,0,2,2,6
510019010279248,0,0,0,0,0,0,0,23,0,44,0,0,0,0,0,35,0,0,0,57,1,1,0,0,0,0,0,0,1,71,0,0,5,0,0,11,0,0,59,0,0,70,0,0,69,1,0,87,32,9,0,0,0,0,3,62,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,7,0,61,2,0,6,77,0,0,0,58,86,40,12,0,1,0,81,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,9,1,0,0,0,0,0,69,89,0,0,0,0,0,89,47,89,14,0,79,0,84,0,0,0,0,0,76,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,69,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,46,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,76,0,0,0,83,69,0,3,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,39,0,0,0,0,0,0,61,6,6,9
510011360280842,0,0,0,0,0,0,0,16,0,49,7,0,0,0,11,41,0,0,1,30,2,1,0,0,12,0,0,0,40,3,2,0,7,3,1,4,0,0,52,0,0,5,0,0,41,8,39,70,38,7,0,0,0,0,46,41,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,8,0,0,0,0,2,0,0,0,0,3,11,0,17,0,47,26,2,0,53,0,0,0,47,70,0,46,0,4,7,1,0,6,1,0,0,0,0,2,0,50,0,0,0,0,0,0,0,2,0,40,0,0,0,2,66,0,0,0,1,7,48,0,60,58,0,49,0,51,0,0,0,0,0,44,0,0,0,0,17,2,3,30,25,0,0,0,0,4,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,28,0,0,0,0,0,50,0,0,11,0,0,0,0,0,3,43,0,44,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,20,2,0,45,40,16,20,17,13,0,0,20,17,0,0,0,19,0,0,0,35,0,3,0,0,0,0,36,0,0,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,12,47,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,11,3,0,0,0,1,48,0,0,0,0,0,0,7,0,0,3
510011860274505,0,0,0,0,0,0,0,28,0,47,0,0,0,0,22,29,0,0,2,49,10,22,0,0,1,0,0,1,8,34,25,1,33,31,0,14,20,0,41,0,0,31,0,0,47,32,5,64,16,2,0,0,0,0,45,47,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,29,35,6,40,0,10,2,6,0,55,0,0,0,37,64,20,29,1,46,6,36,0,0,8,2,0,7,0,20,0,62,0,0,0,0,0,0,0,6,0,24,7,0,0,21,63,28,2,22,5,2,48,1,66,43,0,53,0,59,0,0,0,40,2,23,0,0,0,0,2,0,8,4,7,0,0,0,39,3,0,0,6,0,26,0,0,0,0,0,0,0,0,0,1,31,0,13,0,0,0,0,5,0,0,0,36,0,0,0,0,0,41,0,0,4,2,0,0,0,0,0,24,0,3,4,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,31,0,0,0,0,1,41,5,0,5,28,47,9,2,4,0,0,23,2,0,11,0,26,0,0,0,0,0,2,0,1,0,0,0,0,0,45,0,0,0,0,0,0,7,0,0,0,22,0,0,0,0,0,6,1,0,0,0,2,26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,9,0,0,2,0,14,13,20,0,0,0,22,0,6,32,1,10,1,0,0,0,0,0,14,9,9,4
510011160714890,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,1,3,0,0,0,0,0,0,2,0,0,0,0,48,0,2,0,0,31,0,0,0,0,0,0,61,1,82,2,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,3,0,0,0,79,0,0,0,31,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,5,0,0,0,0,78,67,0,67,0,0,2,0,82,0,0,5,0,16,0,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73,3,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,25,3,62,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,9,9,2
510016210363105,0,0,0,0,0,0,0,4,0,72,0,0,0,0,0,19,0,0,6,62,36,1,0,0,0,16,0,0,17,6,2,0,9,0,0,20,0,0,19,0,0,18,0,0,21,53,60,83,15,15,10,0,0,0,95,81,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,40,16,53,49,0,34,0,0,0,61,0,0,0,8,83,1,53,1,47,53,9,0,2,13,0,0,0,0,0,10,101,0,0,0,0,0,0,0,0,8,53,0,0,0,3,77,20,20,0,3,2,62,0,84,54,0,77,0,102,0,0,0,20,0,1,0,0,0,0,0,0,0,54,20,0,0,0,20,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,26,0,2,0,0,0,0,42,0,0,0,24,0,0,0,0,0,8,0,0,54,0,0,0,0,0,0,35,0,16,2,0,0,2,3,0,20,0,0,13,0,0,0,1,0,0,0,38,0,0,0,0,0,19,0,0,4,53,9,54,2,74,0,0,54,2,0,0,0,19,0,0,2,16,0,1,0,0,0,0,2,0,0,63,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,9,0,0,0,2,0,0,0,0,0,0,9,2,1,0,0,0,2,0,0,0,44,60,0,0,0,0,28,0,0,5,5,3
510012260351640,0,0,0,0,0,0,13,19,0,66,15,0,0,1,2,64,0,0,13,29,1,1,0,0,0,0,0,0,14,4,4,0,5,1,3,20,0,0,55,0,0,9,0,0,53,3,11,70,15,6,0,0,0,0,27,62,5,0,0,0,12,0,0,0,48,0,0,0,0,0,0,4,55,0,0,0,0,1,0,0,0,0,47,5,0,5,0,12,23,0,0,68,0,0,0,55,68,4,16,2,0,0,5,0,4,0,0,0,0,0,2,0,68,0,0,0,0,0,0,0,5,0,4,0,0,0,0,70,0,0,0,4,0,24,1,72,26,0,34,0,66,0,0,0,0,0,10,0,0,0,0,1,45,1,22,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,58,0,0,2,0,0,0,0,0,0,5,0,7,5,0,0,0,1,0,1,0,0,0,12,0,0,2,0,0,0,2,0,0,0,0,0,12,0,0,9,4,9,3,2,13,0,0,3,2,0,0,0,12,0,0,0,7,0,1,0,0,0,0,7,0,0,57,4,0,0,1,2,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,55,0,0,0,0,1,12,0,3,0,4,1,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,22,67,1,0,0,0,0,0,6,9,9,4
