imsi,aerialway:pylon,aeroway:aerodrome,aeroway:helipad,aeroway:parking_position,aeroway:terminal,amenity:animal_breeding,amenity:arts_centre,amenity:atm,amenity:baby_hatch,amenity:bank,amenity:bar,amenity:bicycle_parking,amenity:bicycle_rental,amenity:bureau_de_change,amenity:bus_station,amenity:cafe,amenity:car_wash,amenity:childcare,amenity:cinema,amenity:clinic,amenity:college,amenity:community_centre,amenity:conference_centre,amenity:courthouse,amenity:dentist,amenity:doctors,amenity:drinking_water,amenity:events_venue,amenity:fast_food,amenity:fire_station,amenity:food_court,amenity:fountain,amenity:fuel,amenity:grave_yard,amenity:gym,amenity:hospital,amenity:ice_cream,amenity:internet_cafe,amenity:kindergarten,amenity:language_school,amenity:library,amenity:marketplace,amenity:motorcycle_parking,amenity:nightclub,amenity:park,amenity:parking,amenity:pharmacy,amenity:place_of_worship,amenity:police,amenity:post_office,amenity:prison,amenity:pub,amenity:public_building,amenity:recycling,amenity:restaurant,amenity:school,amenity:shelter,amenity:social_facility,amenity:studio,amenity:taxi,amenity:theatre,amenity:toilets,amenity:townhall,amenity:tuition,amenity:university,amenity:vending_machine,amenity:veterinary,amenity:waste_disposal,amenity:zoo,barrier:entrance,barrier:fence,barrier:gate,barrier:lift_gate,barrier:swing_gate,barrier:toll_booth,barrier:wall,boundary:administrative,boundary:borough,boundary:city,boundary:military,boundary:protected_area,boundary:suburb,boundary:village,building:apartment,building:central_office,building:church,building:civic,building:commercial,building:construction,building:farm,building:garage,building:government,building:house,building:hut,building:industrial,building:kindergarten,building:mosque,building:museum,building:office,building:public,building:residential,building:retail,building:roof,building:service,building:shed,building:sports_centre,building:stadium,building:supermarket,building:temple,building:terrace,building:train_station,building:warehouse,building:yes,craft:carpenter,craft:caterer,craft:electrician,craft:photographer,craft:plumber,craft:tailor,emergency:assembly_point,emergency:fire_hydrant,emergency:yes,highway:bus_stop,highway:construction,highway:crossing,highway:cycleway,highway:footway,highway:living_street,highway:motorway,highway:motorway_junction,highway:motorway_link,highway:path,highway:pedestrian,highway:primary,highway:primary_link,highway:residential,highway:secondary,highway:secondary_link,highway:service,highway:steps,highway:tertiary,highway:tertiary_link,highway:track,highway:traffic_signals,highway:trunk,highway:trunk_link,highway:unclassified,historic:building,historic:castle,historic:manor,historic:memorial,historic:monument,landuse:brownfield,landuse:commercial,landuse:construction,landuse:dyke,landuse:garages,landuse:grass,landuse:greenfield,landuse:industrial,landuse:meadow,landuse:orchard,landuse:plant_nursery,landuse:pumping_station,landuse:railway,landuse:recreation_ground,landuse:religious,landuse:reservoir,landuse:retail,leisure:amusement_arcade,leisure:fishing,leisure:garden,leisure:golf_course,leisure:horse_riding,leisure:nature_reserve,leisure:outdoor_seating,leisure:pitch,leisure:playground,leisure:swimming_pool,leisure:track,leisure:water_park,man_made:monitoring_station,man_made:surveillance,man_made:tower,man_made:water_tower,man_made:water_works,man_made:works,moving:moving,natural:coastline,natural:fell,natural:grass,natural:gully,natural:island,natural:river,natural:tree,natural:tree_row,natural:water,natural:wood,office:accountant,office:administrative,office:advertising_agency,office:architect,office:association,office:company,office:coworking,office:diplomatic,office:educational_institution,office:energy_supplier,office:estate_agent,office:financial,office:foundation,office:graphic_design,office:insurance,office:it,office:lawyer,office:newspaper,office:ngo,office:political_party,office:religion,office:research,office:telecommunication,office:therapist,office:travel_agent,office:yes,place:locality,place:neighbourhood,power:generator,power:line,power:plant,power:substation,power:tower,power:transformer,public_transport:Subway,public_transport:platform,public_transport:rail,public_transport:station,public_transport:stop_position,railway:construction,railway:disused,railway:light_rail,railway:station,railway:stop,shop:anime,shop:art,shop:bag,shop:bakery,shop:beauty,shop:beverages,shop:bicycle,shop:books,shop:camera,shop:car,shop:car_parts,shop:car_repair,shop:chemist,shop:chocolate,shop:clothes,shop:coffee,shop:computer,shop:convenience,shop:copyshop,shop:cosmetics,shop:deli,shop:department_store,shop:doityourself,shop:dry_cleaning,shop:electronics,shop:farm,shop:florist,shop:funeral_directors,shop:furniture,shop:garden_centre,shop:gas,shop:general,shop:gift,shop:greengrocer,shop:hairdresser,shop:hardware,shop:houseware,shop:jewelry,shop:kiosk,shop:laundry,shop:mall,shop:medical_supply,shop:mobile_phone,shop:motorcycle,shop:motorcycle_repair,shop:optician,shop:outdoor,shop:pastry,shop:pawnbroker,shop:perfumery,shop:pet,shop:photo,shop:radiotechnics,shop:rental,shop:shoes,shop:sports,shop:stationery,shop:supermarket,shop:tailor,shop:ticket,shop:toys,shop:travel_agency,shop:tyres,shop:variety_store,shop:water,shop:wholesale,shop:yes,sport:archery,sport:athletics,sport:badminton,sport:baseball,sport:basketball,sport:climbing,sport:field_hockey,sport:fitness,sport:futsal,sport:golf,sport:multi,sport:roller_skating,sport:rugby_union,sport:shooting,sport:skateboard,sport:soccer,sport:swimming,sport:tennis,sport:volleyball,telecom:exchange,tourism:artwork,tourism:attraction,tourism:camp_site,tourism:gallery,tourism:guest_house,tourism:hostel,tourism:hotel,tourism:information,tourism:motel,tourism:theme_park,tourism:yes,waterway:canal,waterway:drain,waterway:stream,label,pca_label,doc2vec_label
510011060253299,0,0,0,0,0,0,63,27,0,60,48,0,0,0,0,52,0,0,62,34,32,0,0,0,0,0,0,0,10,4,1,5,8,0,0,69,0,0,73,0,0,4,0,0,30,6,5,78,6,1,0,0,0,0,53,61,0,0,0,0,62,0,0,0,47,0,0,0,0,0,0,4,4,0,0,0,0,2,0,0,0,0,34,9,0,61,0,31,0,0,0,78,2,0,0,73,73,3,6,47,5,0,8,0,0,0,0,0,0,0,27,0,71,0,0,0,0,0,0,0,49,1,5,0,0,0,7,78,0,0,0,67,0,32,0,78,52,0,69,0,66,1,0,0,0,0,8,0,0,0,0,0,0,1,0,70,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,1,0,0,0,6,0,0,0,0,0,39,0,0,0,5,29,2,0,27,0,0,2,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,45,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,69,0,0,0,0,0,0,0,3,3,0
510017760324942,0,0,0,0,0,0,9,25,0,48,25,0,0,0,8,24,0,0,0,25,0,9,0,4,0,0,0,0,21,1,13,4,2,1,0,7,0,0,5,0,24,10,0,0,40,32,11,40,10,11,0,23,0,0,37,44,0,0,3,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,0,0,29,2,0,18,0,35,0,0,1,53,6,0,0,3,37,8,42,1,11,0,3,0,0,0,0,1,0,0,9,0,51,0,0,0,0,0,0,0,24,0,33,0,0,0,1,61,21,0,0,2,0,51,1,80,27,1,53,0,34,0,0,0,1,0,4,0,0,0,13,13,0,49,14,2,0,0,0,9,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,1,21,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,39,0,38,7,0,0,0,0,0,1,0,0,0,38,0,0,1,40,0,0,32,0,0,0,0,9,31,0,4,2,33,38,9,1,30,0,0,9,1,0,0,0,7,0,0,0,0,0,2,0,2,0,0,0,0,0,31,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,24,2,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,12,0,0,0,0,0,1,1,4,0,0,0,0,24,9,41,44,24,3,0,24,0,0,2,7,7,5
510011060276844,0,0,0,0,0,0,0,5,0,82,0,0,0,0,0,0,0,0,0,8,77,0,0,0,0,0,0,0,81,0,0,0,0,0,0,82,0,0,82,0,0,0,0,0,1,0,0,82,6,0,0,0,0,0,0,87,0,0,76,0,0,0,0,0,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,77,0,0,0,0,0,84,0,0,0,82,6,0,0,0,0,0,0,0,0,0,0,76,0,0,1,0,8,0,0,0,0,0,0,0,0,0,77,0,0,0,1,87,0,0,0,0,0,83,0,89,1,0,78,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,77,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,9,9,8
510017960365940,1,0,0,0,0,0,0,25,0,49,0,3,0,0,20,21,0,0,3,36,27,2,0,0,5,3,0,0,19,0,2,1,5,4,0,30,4,0,11,0,0,20,0,0,34,10,25,49,36,36,1,0,0,0,34,42,3,1,2,1,3,0,1,0,37,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,13,30,0,21,0,46,7,0,0,42,0,0,0,7,48,14,16,1,39,7,5,0,12,1,7,0,4,0,2,1,44,0,0,0,0,0,0,0,1,2,34,0,0,0,15,47,2,1,0,1,2,48,0,48,26,0,44,0,43,0,0,0,2,10,25,0,0,0,0,10,0,42,30,20,0,1,0,4,5,0,0,26,0,8,0,0,0,0,0,0,1,0,0,0,18,0,1,0,0,0,0,12,0,0,0,27,0,0,0,0,0,30,0,0,11,7,0,0,0,0,2,39,1,31,1,0,0,3,2,0,1,0,0,0,5,0,0,0,24,0,1,29,0,0,0,0,0,31,0,1,42,34,17,34,32,8,0,0,34,32,0,0,0,8,0,0,1,1,0,4,0,19,0,0,4,1,0,34,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,8,30,0,0,0,1,1,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,6,3,16,0,2,0,1,0,9,0,1,0,0,0,1,1,0,9,1,1,0,0,0,36,43,0,0,0,24,1,0,0,5,5,0
510011860266632,0,0,0,0,0,0,2,30,0,66,28,0,0,23,7,67,0,0,32,53,0,1,0,0,0,0,0,0,41,4,53,8,18,1,0,3,0,0,55,0,1,27,0,0,54,65,16,86,40,30,0,1,0,0,61,83,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,21,0,0,0,0,0,0,1,0,0,4,30,0,25,0,56,39,1,18,59,0,0,0,51,83,4,49,0,0,1,5,0,1,0,0,0,0,0,2,0,74,0,0,0,0,0,0,0,22,0,25,0,0,0,1,93,0,0,0,14,4,71,3,93,57,0,57,0,68,0,0,0,0,0,3,0,0,0,0,49,0,54,28,7,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,26,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,36,0,52,16,0,0,0,0,0,6,0,0,0,49,0,0,0,2,0,0,13,0,0,0,0,0,47,2,8,20,25,7,8,6,56,0,0,8,6,0,0,0,18,0,0,0,0,0,6,0,0,0,0,0,0,0,58,37,0,0,24,0,1,4,0,1,0,0,0,0,0,0,16,5,0,0,0,6,2,32,0,0,3,0,6,0,0,26,3,1,28,23,1,1,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,38,50,2,51,0,1,0,0,29,0,0,9
510018110312698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,1,15,36,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,18,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,9
510018810423604,0,0,0,0,0,0,0,3,0,23,1,0,0,3,0,8,0,0,8,37,1,1,0,0,4,0,0,0,12,0,6,1,2,0,1,10,0,0,6,0,3,5,0,0,20,49,39,69,1,8,1,0,0,0,67,66,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,36,9,45,37,0,17,5,0,0,69,0,0,0,5,69,2,57,0,40,45,2,0,3,1,0,0,0,0,1,1,69,0,0,0,0,0,0,0,3,8,52,0,0,0,5,44,0,0,0,0,0,58,0,70,54,0,54,0,70,0,0,0,0,0,1,0,0,0,0,2,2,8,46,9,0,0,0,0,9,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,8,0,4,0,0,0,0,34,0,0,0,51,0,0,0,0,0,8,0,0,47,0,1,0,0,1,0,14,0,11,5,0,0,4,2,0,2,0,0,4,2,0,0,1,3,0,0,7,0,1,0,0,0,12,0,1,6,52,6,51,1,53,0,0,51,1,0,0,0,4,0,0,4,0,0,2,0,0,0,0,5,0,0,40,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,12,0,0,0,0,2,0,0,4,0,3,5,3,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,4,0,0,0,0,2,4,1,0,0,0,1,0,3,1,37,67,1,0,0,3,0,0,0,5,5,9
510011960228725,0,0,6,0,0,0,0,3,0,34,0,0,0,0,0,2,0,0,0,32,0,0,0,9,0,0,0,0,18,0,1,0,2,2,0,2,11,0,4,0,0,0,0,0,13,0,0,34,1,0,0,10,0,0,20,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,11,4,0,30,0,5,0,0,0,34,0,0,0,1,34,1,0,0,1,0,1,0,0,0,0,1,11,0,18,0,34,0,0,0,0,0,0,0,0,0,18,0,0,0,0,34,0,0,0,11,0,16,0,34,34,0,25,0,33,0,0,0,0,0,14,0,4,12,3,0,0,4,1,0,0,0,0,0,0,0,0,2,0,29,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,33,0,0,0,18,31,16,0,6,0,0,16,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,10,0,33,0,0,0,0,0,0,0,1,1,5
510018860333201,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,41,0,0,0,43,0,0,0,0,0,0,0,0,0,25,0,0,17,0,0,4,0,0,41,0,0,42,0,0,41,0,0,50,26,2,0,0,0,0,1,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,5,0,5,0,44,0,0,4,46,0,0,0,41,50,1,10,0,0,0,48,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,2,0,0,0,0,0,0,41,49,0,0,0,0,0,49,7,60,11,0,45,0,47,0,0,0,0,0,42,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,43,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,43,0,0,0,44,41,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,44,9,9,8
510019910427948,0,0,0,0,0,0,0,16,0,32,0,0,0,0,0,5,0,0,0,29,8,1,0,0,1,0,0,0,3,17,1,0,34,14,1,8,4,0,42,0,0,12,0,0,8,1,25,52,22,2,0,0,0,0,15,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,9,0,0,0,0,12,15,0,15,0,6,7,3,0,36,0,0,0,42,51,1,11,0,20,0,13,0,0,37,0,0,0,0,15,0,24,0,0,0,0,0,0,0,2,0,0,0,0,0,9,38,1,0,0,2,0,22,4,72,38,0,16,0,37,0,0,0,1,0,5,0,0,0,0,0,0,7,7,12,0,0,0,11,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,23,0,0,7,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,24,3,0,0,0,24,14,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,37,0,0,0,0,6,3,2,0,0,0,12,0,0,9,0,7,0,0,0,0,0,0,20,9,9,7
510014360002632,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,26,1,0,0,0,39,11,0,0,0,0,0,0,15,0,0,0,0,0,44,0,0,7,0,0,2,0,24,54,1,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,44,0,2,0,0,0,0,0,0,0,10,50,0,45,0,6,0,0,0,28,0,0,0,41,48,0,9,0,0,0,14,0,0,27,9,0,22,0,0,0,57,0,0,0,0,0,0,0,16,0,0,0,0,0,0,45,12,4,0,0,0,0,0,57,48,0,53,0,56,0,0,0,12,0,3,0,0,0,0,0,0,5,0,0,0,0,0,19,0,0,0,20,0,9,0,0,14,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,36,0,0,0,0,0,20,0,0,13,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,27,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,9,8
510017960321462,0,0,0,0,0,0,0,23,0,39,0,0,0,0,0,9,0,0,0,36,0,0,0,2,0,0,0,0,9,20,10,2,55,2,0,16,0,0,10,0,0,10,0,0,30,7,6,66,21,6,0,0,0,0,8,60,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,3,20,0,22,0,25,0,0,20,55,0,0,0,7,66,3,25,0,0,0,18,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,21,3,4,0,0,0,5,77,0,0,0,5,0,75,0,77,28,0,36,0,70,0,0,0,0,0,2,0,0,0,0,6,0,34,2,0,0,0,0,0,0,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,54,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,4,0,0,0,0,0,41,1,2,0,4,23,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,26,0,7,0,0,0,0,53,9,9,4
510017660618442,0,0,0,0,0,0,0,1,0,50,0,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4,0,0,0,0,0,51,0,0,57,2,0,0,0,0,0,1,53,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,4,57,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,55,0,58,3,0,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,3,0,0,2,2,4,2,3,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1
510018260302941,0,0,0,0,0,0,14,24,0,51,17,0,0,1,7,16,0,0,1,19,0,4,0,1,0,0,0,0,12,0,4,0,0,2,0,1,0,0,19,0,13,3,0,0,45,28,4,32,9,6,1,16,0,0,22,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,21,0,0,13,0,36,1,0,0,53,0,0,0,19,29,1,52,0,16,0,0,0,0,0,0,0,0,0,23,0,52,0,0,0,0,0,0,0,17,1,42,0,0,0,2,51,0,0,0,0,0,53,0,52,8,0,48,0,25,0,0,0,0,0,5,0,0,0,6,3,0,53,4,1,0,3,0,14,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,49,0,46,0,0,0,0,0,0,0,0,0,0,49,0,0,0,34,0,0,29,0,0,0,0,14,19,0,0,0,42,39,7,0,25,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,13,1,49,49,16,0,0,13,0,0,0,4,4,1
510018010354642,0,0,13,0,0,0,26,12,0,43,0,0,0,0,19,14,0,0,0,58,2,10,0,20,0,1,0,0,33,0,1,0,13,1,0,56,9,0,18,0,0,6,0,0,59,1,1,72,20,12,0,0,0,0,27,71,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,2,6,39,0,0,6,9,0,53,0,39,0,0,0,69,2,0,0,12,61,7,38,0,59,0,5,0,0,0,0,0,7,0,28,0,58,0,0,0,0,0,0,0,1,56,53,23,0,0,0,37,1,0,0,0,0,66,0,70,37,0,75,0,53,1,0,0,1,0,25,0,3,0,19,31,7,56,8,11,0,0,0,26,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,1,0,0,0,25,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,16,0,0,0,0,26,65,2,0,0,53,51,22,0,25,0,0,23,0,0,0,0,19,0,0,0,0,7,0,0,0,0,0,0,0,0,42,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,19,0,7,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,0,0,0,1,47,0,0,0,2,0,0,0,5,5,4
510017160310211,0,0,0,0,0,0,0,12,0,32,0,0,0,0,3,19,0,0,0,54,58,0,0,0,1,0,0,0,8,2,8,0,4,14,0,5,0,0,47,0,0,0,0,0,29,1,12,73,4,2,0,0,0,0,19,60,0,0,0,17,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,1,7,0,27,7,4,0,64,0,0,0,45,73,2,29,0,28,16,4,0,2,4,0,0,1,0,4,0,74,0,0,0,0,0,0,0,1,0,32,3,0,0,26,73,2,0,0,17,12,34,0,65,3,0,38,0,74,0,0,0,2,0,6,0,0,0,0,1,0,30,26,27,0,0,0,0,22,0,0,27,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,36,0,0,0,0,0,21,0,0,17,0,0,0,0,0,19,7,0,20,0,0,0,1,8,0,1,0,0,4,0,0,0,0,6,0,0,28,0,0,0,0,0,9,0,0,30,28,22,20,13,26,0,0,20,13,0,0,0,12,0,0,0,2,0,19,0,1,0,0,2,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,11,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,0,0,0,0,3,0,2,0,1,2,10,0,0,0,1,25,0,0,0,4,0,0,0,5,5,6
